好的	OK
站隊	v. Stand+queue. To take sides.
疑问	question; interrogation; doubt
部首	radical of a Chinese character
粉碎	to crush; to smash; to shatter
拥挤	crowded; to throng; congestion
马车	cart; chariot; carriage; buggy
民歌	folk song; CL:支[zhi1],首[shou3]
准时	on time; punctual; on schedule
情节	circumstances; plot; storyline
屏幕	screen (TV, computer or movie)
舍得	to be willing to part with sth
固然	admittedly (it's true that...)
提问	to question; to quiz; to grill
啪啪啪	(slang) to have sex; jig-a-jig
升学	to enter the next grade school
和睦	peaceful relations; harmonious
供你参考	FYI / by the way (more formal)
呼啸	to whistle; to scream; to whiz
毁灭	to perish; to ruin; to destroy
参加比赛	Participate in the competition
延续	to continue; to go on; to last
无边	without boundary; not bordered
先锋	vanguard; pioneer; avant-garde
以便	so that; so as to; in order to
精分	schizophrenia (abbr. for 精神分裂)
意志	will; willpower; determination
至今	so far; to this day; until now
有害	destructive; harmful; damaging
降临	to descend; to arrive; to come
灾区	disaster area; stricken region
增多	to increase; to grow in number
意愿	aspiration; wish (for); desire
转弯	to turn; to go around a corner
许可证	license; authorization; permit
治安	law and order; public security
举世瞩目	to receive worldwide attention
沮丧	dispirited; dejected; dismayed
剧烈	violent; acute; severe; fierce
倔强	stubborn; obstinate; unbending
转向	to get lost; to lose one's way
这就是说	in other words; that is to say
空虚	hollow; emptiness; meaningless
旷课	to play truant; to cut classes
装备	equipment; to equip; to outfit
壮观	spectacular; magnificent sight
熙熙攘攘	bustling with activity (idiom)
长辈	one's elders; older generation
美妙	beautiful; wonderful; splendid
墨水儿	erhua variant of 墨水[mo4 shui3]
片刻	short period of time; a moment
旗袍	Chinese-style dress; cheongsam
迄今为止	so far; up to now; still (not)
擅长	to be good at; to be expert in
完毕	to finish; to end; to complete
往事	past events; former happenings
争端	dispute; controversy; conflict
追悼	to mourn; to pay last respects
比方	analogy; instance; for instance
保守	conservative; to guard; to keep
便利	convenient; easy; to facilitate
右边	right side; right, to the right
抽烟	to smoke (a cigarette, tobacco)
做完	to finish; to complete the task
承受	to bear; to support; to inherit
男人	a man; a male; men; CL:個|个[ge4]
不料	unexpectedly; to one's surprise
牛奶	cow's milk; CL:瓶[ping2],杯[bei1]
大学	university; college; CL:所[suo3]
漫威	n. Comics+power. Marvel Comics.
草原	grassland; prairie; CL:片[pian4]
告诉	to tell; to inform; to let know
初步	initial; preliminary; tentative
方法	method; way; means; CL:個|个[ge4]
放松	to relax; to slacken; to loosen
达到	to reach; to achieve; to attain
初期	initial stage; beginning period
幸运	fortunate; lucky; fortune; luck
风景	scenery; landscape; CL:個|个[ge4]
工资	wages; pay; CL:個|个[ge4],份[fen4]
电视台	television station; CL:個|个[ge4]
沙滩	beach; sandy shore; CL:片[pian4]
单独	alone; by oneself; on one's own
不相上下	equally matched; about the same
观察	to observe; to watch; to survey
交水电费	pay water and electricity bills
灿烂	to glitter; brilliant; splendid
以前	before; formerly; previous; ago
海边	coast; seaside; seashore; beach
教育	to educate; to teach; education
精彩	wonderful; marvelous; brilliant
流弊	malpractice; long-running abuse
方针	policy; guidelines; CL:個|个[ge4]
景色	scenery; scene; landscape; view
更加	more (than sth else); even more
回国	to return to one's home country
凡是	each and every; every; all; any
防守	to defend; to protect (against)
搞好	to do well at; to do a good job
供应	to supply; to provide; to offer
赤字	(financial) deficit; red letter
主要	main; principal; major; primary
华人	ethnic Chinese person or people
传授	to impart; to pass on; to teach
其中	among; in; included among these
机制	machine-processed; machine-made
打仗	to fight a battle; to go to war
坚定	firm; steady; staunch; resolute
检验	to inspect; to examine; to test
下班	to finish work; to get off work
接连	on end; in a row; in succession
小孩儿	erhua variant of 小孩[xiao3 hai2]
经费	funds; expenditure; CL:筆|笔[bi3]
奠定	to establish; to fix; to settle
月末	end of month; late in the month
推特	Twitter (microblogging service)
全身	the whole body; (typography) em
景点	tourist attraction; scenic spot
小吃	snack; refreshments; CL:家[jia1]
开创	to initiate; to start; to found
贸易	(commercial) trade; CL:個|个[ge4]
发扬	to develop; to make full use of
大快人心	to the satisfaction of everyone
没带脑子	didn‘t take your brain with you
因此	thus; consequently; as a result
南北	north and south; north to south
排名	to rank (1st, 2nd etc); ranking
信任	to trust; to have confidence in
蓝领	blue-collar; blue-collar worker
宁静	tranquil; tranquility; serenity
频道	frequency; (television) channel
请教	to ask for guidance; to consult
汽水	soda pop; carbonated soft drink
灾害	calamity; disaster; CL:個|个[ge4]
签约	to sign a contract or agreement
签字	to sign (one's name); signature
办手续	get formalities/ paperwork done
盼望	to hope for; to look forward to
平凡	commonplace; ordinary; mediocre
失业	unemployment; to lose one's job
亲眼	with one's own eyes; personally
姑且	for the time being; tentatively
日夜	day and night; around the clock
收购	to buy; to purchase; to procure
如一	consistent; the same; unvarying
拐杖	crutches; crutch; walking stick
伤亡	casualties; injuries and deaths
统计	statistics; to count; to add up
升值	to rise in value; to appreciate
时而	occasionally; from time to time
逃走	to escape; to flee; to run away
耳环	earring; CL:隻|只[zhi1],對|对[dui4]
发抖	to tremble; to shake; to shiver
物价	(commodity) prices; CL:個|个[ge4]
延长	to prolong; to extend; to delay
性能	function; performance; behavior
卧铺	a bed (on a train); a couchette
急躁	irritable; irascible; impetuous
无效	not valid; ineffective; in vain
依据	according to; basis; foundation
袖珍	pocket-sized; pocket (book etc)
运动会	sports competition; CL:個|个[ge4]
园林	gardens; park; landscape garden
段子手	n. Internet joke or quip writer
晋升	to promote to a higher position
振动	to vibrate; to shake; vibration
正规	regular; according to standards
就近	nearby; in a close neighborhood
鞠躬	to bow; (literary) to bend down
开阔	wide; open (spaces); to open up
侃侃而谈	to speak frankly with assurance
空想	daydream; fantasy; to fantasize
珠宝	pearls; jewels; precious stones
主角	leading role; lead; protagonist
坦率	frank (discussion); blunt; open
旅游区	travel destination/tourist area
少数民族	national minority; ethnic group
乐器	musical instrument; CL:件[jian4]
蔑视	to loathe; to despise; contempt
万圣节	All Saints (Christian festival)
驱逐	to expel; to deport; banishment
饶恕	to forgive; to pardon; to spare
人格	personality; integrity; dignity
标点符号	punctuation; a punctuation mark
舒畅	happy; entirely free from worry
坦白	honest; forthcoming; to confess
陶瓷	pottery and porcelain; ceramics
调料	condiment; seasoning; flavoring
卷心菜	variant of 卷心菜[juan3 xin1 cai4]
挖掘	to excavate; to dig; to unearth
无动于衷	aloof; indifferent; unconcerned
务必	must; to need to; to be sure to
衔接	to link up; to connect; to join
以免	in order to avoid; so as not to
引擎	engine (loanword); CL:臺|台[tai2]
优胜劣汰	survival of the fittest (idiom)
优异	exceptional; outstandingly good
愚昧	ignorant; uneducated; ignorance
侦探	detective; to do detective work
征收	to levy (a tax); to expropriate
爱国	to love one's country; patriotic
把关	to guard a pass; to check on sth
拜托	to request sb to do sth; please!
博客	blog (loanword); weblog; blogger
商店	store; shop; CL:家[jia1],個|个[ge4]
邻居	neighbor; next door; CL:個|个[ge4]
西瓜	watermelon; CL:顆|颗[ke1],個|个[ge5]
补助	to subsidize; subsidy; allowance
粉頭	n. Fan+head. Leader of the fans.
背诵	to recite; to repeat from memory
考试	to take an exam; exam; CL:次[ci4]
从小	from childhood; from a young age
后来	afterwards; later; newly arrived
场地	space; site; place; sports pitch
否认	to declare to be untrue; to deny
代替	to replace; to take the place of
错过	to miss (train, opportunity etc)
回忆	to recall; memories; CL:個|个[ge4]
过敏	oversensitive; allergic; allergy
刚刚	just recently; just a moment ago
合同	(business) contract; CL:個|个[ge4]
残忍	cruel; mean; merciless; ruthless
灰心	to lose heart; to be discouraged
同意	to agree; to consent; to approve
二维码	two-dimensional barcode; QR code
能力	capability; ability; CL:個|个[ge4]
门票	ticket (for theater, cinema etc)
拒绝	to refuse; to decline; to reject
腿玩年	(slang) stunning legs; sexy legs
夫妻	husband and wife; married couple
发炎	to become inflamed; inflammation
高尚	noble; lofty; refined; exquisite
教学	teaching; instruction; CL:次[ci4]
工艺	arts and crafts; industrial arts
女生	schoolgirl; female student; girl
了不起	amazing; terrific; extraordinary
陆地	dry land (as opposed to the sea)
另一个人	another person/ the other person
判断	to judge; to determine; judgment
农村	rural area; village; CL:個|个[ge4]
国旗	flag (of a country); CL:面[mian4]
散步	to take a walk; to go for a walk
日程	schedule; itinerary; CL:個|个[ge4]
日历	calendar; CL:張|张[zhang1],本[ben3]
唐人街	Chinatown; CL:條|条[tiao2],座[zuo4]
谜语	riddle; conundrum; CL:條|条[tiao2]
设计	to design; to plan; design; plan
看上去	it would appear; it seems (that)
所有	all; to have; to possess; to own
始终	from beginning to end; all along
同时	at the same time; simultaneously
网球	tennis; tennis ball; CL:個|个[ge4]
口号	slogan; catchphrase; CL:個|个[ge4]
讨价还价	to haggle over price; to bargain
橡皮	rubber; an eraser; CL:塊|块[kuai4]
消息	news; information; CL:條|条[tiao2]
比萨饼	pizza (loanword); CL:張|张[zhang1]
心情	mood; frame of mind; CL:個|个[ge4]
众创空间	hackerspace; hacklab; makerspace
严重	grave; serious; severe; critical
邮局	post office; CL:家[jia1],個|个[ge4]
友好	friendly; amicable; close friend
原谅	to excuse; to forgive; to pardon
聊天儿	erhua variant of 聊天[liao2 tian1]
吩咐	to tell; to instruct; to command
强度	strength; intensity; CL:個|个[ge4]
抚养	to foster; to bring up; to raise
富裕	prosperous; well-to-do; well-off
支票	check (bank); cheque; CL:本[ben3]
更正	to correct; to make a correction
因为	because; owing to; on account of
收听	to listen to (a radio broadcast)
三明治	sandwich (loanword); CL:個|个[ge4]
铁路	railroad; railway; CL:條|条[tiao2]
主人	master; host; owner; CL:個|个[ge4]
蒙圈	(Internet slang) dazed; confused
推行	to put into effect; to carry out
把妹	to pick up a girl; to get a girl
特地	specially; for a special purpose
学问	learning; knowledge; CL:個|个[ge4]
机密	secret; classified (information)
形态	shape; form; pattern; morphology
学位	academic degree; place in school
舞蹈	dance (performance art); dancing
季军	third in a race; bronze medalist
網紅	n. Internet celebrity, cyberstar
共同努力	to work together; to collaborate
预订	to place an order; to book ahead
鉴别	to differentiate; to distinguish
原则	principle; doctrine; CL:個|个[ge4]
用于	to use in; to use on; to use for
虚心学习	learn sth with a humble attitude
依赖	to depend on; to be dependent on
一齐	at the same time; simultaneously
惊动	to alarm; to startle; to disturb
争议	controversy; dispute; to dispute
兢兢业业	(idiom) conscientious; assiduous
就职	to take office; to assume a post
科目	academic subject; field of study
职责	duty; responsibility; obligation
波士顿	Boston, capital of Massachusetts
迷惑	to puzzle; to confuse; to baffle
纳闷儿	erhua variant of 納悶|纳闷[na4 men4]
凝视	to gaze at; to fix one's eyes on
炫耀	dazzling; to show off; to flaunt
搞混	to confuse; to muddle; to mix up
丢垃圾	to take out the trash/ to litter
散发	to distribute; to emit; to issue
势必	to be bound to; undoubtedly will
污蔑	to slander; to smear; to tarnish
向往	to yearn for; to look forward to
喧哗	hubbub; clamor; to make a racket
削弱	to weaken; to impair; to cripple
巡逻	to patrol (police, army or navy)
支柱	mainstay; pillar; prop; backbone
衷心	heartfelt; wholehearted; cordial
驻扎	to station; to garrison (troops)
铸造	to cast (pour metal into a mold)
包含	to contain; to embody; to include
白领	white-collar; white-collar worker
杯子	cup; glass; CL:個|个[ge4],隻|只[zhi1]
服务	to serve; service; CL:項|项[xiang4]
败坏	to ruin; to corrupt; to undermine
颁发	to issue; to promulgate; to award
一点儿	erhua variant of 一點|一点[yi1 dian3]
参观	to look around; to tour; to visit
包庇	to shield; to harbor; to cover up
饱经沧桑	having lived through many changes
打球	to play ball; to play with a ball
打扰	to disturb; to bother; to trouble
上学	to go to school; to attend school
沉默	taciturn; uncommunicative; silent
策略	strategy; tactics; crafty; adroit
季节	time; season; period; CL:個|个[ge4]
罚款	to fine; penalty; fine (monetary)
改变	to change; to alter; to transform
承包	to contract; to undertake (a job)
创立	to establish; to set up; to found
此后	after this; afterwards; hereafter
队长	captain; team leader; CL:個|个[ge4]
搏斗	to wrestle; to fight; to struggle
干活儿	erhua variant of 幹活|干活[gan4 huo2]
部署	to dispose; to deploy; deployment
