霜	frost; white powder or cream spread over a surface; frosting; cream
屉	drawer; tier; tray
健	healthy; to invigorate; to strengthen; to be good at; to be strong in
司	surname Si; to take charge of; to manage; department
痛	ache; pain; sorrow; deeply; thoroughly
份	classifier for gifts, newspaper, magazine, papers, reports, contracts etc
衅	quarrel; dispute; a blood sacrifice
锦	brocade; embroidered work; bright
温	surname Wen; warm; lukewarm; to warm up; temperature; mild; soft; tender; to review; fever; mild
讲	to speak; to explain; to negotiate; to emphasize; to be particular about; as far as sth is concerned; speech; lecture
御	imperial; royal; to drive; to manage; to govern; to defend; to resist
盖	surname Ge; lid; top; cover; canopy; to cover; to conceal; to build
爷	grandpa; old gentleman; father's father; paternal grandfather
腻	greasy; soft; unctuous; intimate; tired of
浑	muddy; turbid; brainless; foolish; simple; natural; whole; entire; all over
知	to know; to be aware
噩	startling
米	surname Mi; rice; meter
捏	to hold between the thumb and fingers; to pinch; to mold; to hold; to join together; to fabricate
须	must; to have to; to wait; beard; mustache; feeler; tassel
贿	bribery
上	used in 上聲|上声[shang3 sheng1]; up; upper; above; previous; first; to climb; to get onto; to go up; to attend; up; on; above
邻	neighbor; adjacent; close to
凉	the five Liang of the Sixteen Kingdoms, namely: Former Liang 前涼|前凉, Later Liang 後涼|后凉, Northern Liang 北涼|北凉, Southern Liang 南涼|南凉[Nan2 Liang2], Western Liang 西涼|西凉; cool; cold; to let sth cool down; slightly cold; cool; to be done for; about to be obliterated; desolate
痹	paralysis; numbness
殊	different; unique; special; very; to behead; to die; to cut off; to separate; to surpass
坛	altar; platform; rostrum; circles; world; earthen jar
代	to substitute; to act on behalf of others; to replace; generation; dynasty; age; period; era; eon; from generation to generation; generation after generation
刘	surname Liu; a type of battle-ax; to kill; to slaughter
浅	sound of moving water; shallow; light
凹	concave; depressed; sunken; indented; female; 
布	to announce; to spread; cloth; to declare; to announce; to spread; to make known
葬	to bury; to inter
赠	to give as a present; to repel; to bestow an honorary title after death
帮	old variant of 幫|帮[bang1]; to help; to assist; to support; for sb; hired; side; outer layer; upper; group; gang; clique; party; secret society
竞	to compete; to contend; to struggle
货	goods; money; commodity
持	to hold; to grasp; to support; to maintain; to persevere; to manage; to run; to control
富	surname Fu; rich; abundant; wealthy
尼	Buddhist nun; 
相	surname Xiang; each other; one another; mutually; fret on the neck of a pipa 琵琶[pi2 pa5]; appearance; portrait; picture; government minister; phase; to appraise; to read sb's fortune
车	surname Che; car; vehicle; machine; to shape with a lathe; Kangxi radical 159; war chariot; rook; rook
图	diagram; picture; drawing; chart; map; to plan; to scheme; to attempt; to pursue; to seek
母	mother; elderly female relative; origin; source; female
帅	surname Shuai; commander-in-chief; to lead; to command; handsome; graceful; dashing; elegant; cool!; sweet!; general
扭	to turn; to twist; to wring; to sprain; to swing one's hips
尤	surname You; outstanding; particularly, especially; a fault; to express discontentment against
侄	variant of 姪|侄[zhi2]; brother's son; nephew
鸽	pigeon; dove
歹	bad; wicked; evil; Kangxi radical 78
模	to imitate; model; norm; pattern; mold; die; matrix; pattern
蠢	stupid; stupid; sluggish; clumsy; to wiggle; to move in a disorderly fashion
绣	to embroider; embroidery
犯	to violate; to offend; to assault; criminal; crime; to make a mistake; recurrence
抵	to press against; to support; to prop up; to resist; to equal; to balance; to make up for; to mortgage; to arrive at; to claplightly
奔	to hurry; to rush; to run quickly; to elope; to go to; to head for; towards; Taiwan pr. [ben1]; variant of 奔[ben4]; variant of 奔[ben4]
硬	hard; stiff; solid; strong; firm; resolutely; uncompromisingly; laboriously; with great difficulty; good; able; filling; substantial
辆	classifier for vehicles
挚	surname Zhi; sincere
婊	prostitute
昧	to conceal; dark
伍	surname Wu; squad of five soldiers; to associate with; five
驶	to go fast; to speed; to run; to go; to sail
顿	to stop; to pause; to arrange; to lay out; to kowtow; to stamp; at once; classifier for meals, beatings, scoldings etc: time, bout, spell, meal
趴	to lie on one's stomach; to lean forward, resting one's upper body; percent
咪	sound for calling a cat; oboe-like musical instrument used in folk music of Gansu, Qinghai etc; meow; kitty kitty!; Mimi; tits
蓬	surname Peng; fleabane; disheveled; classifier for luxuriant plants, smoke, ashes, campfires: clump, puff; luxuriant; abundant; booming sound of wind; overgrown; unkempt
椎	to hammer; to bludgeon; vertebra
朴	surname Piao; Korean surname; also pr. [Pu2]; Celtis sinensis var. japonica; plain and simple; Taiwan pr. [pu2]
浓	concentrated; dense; strong
嚏	sneeze
陈	surname Chen; Chen, a Zhou dynasty state; Chen, one of the Southern Dynasties 南朝[Nan2 Chao2]; to lay out; to exhibit; to display; to narrate; to state; to explain; to tell; old; stale
碰	to touch; to meet with; to bump
逼	to compel; to pressure; to force; to compel; to press for; to extort; to press on towards; to press up to; to close in on; to rattle on; to talk drivel
亮	bright; light; to shine; to flash; loud and clear; to show; to make public
集	to gather; to collect; collected works; classifier for sections of a TV series etc: episode; Jiji or Chichi Town in Nantou County 南投縣|南投县[Nan2 tou2 Xian4], central Taiwan
丘	surname Qiu; mound; hillock; grave; classifier for fields
衍	to spread out; to develop; to overflow; to amplify; superfluous
期	period; cycle; a period of time; phase; stage; classifier for issues of a periodical, courses of study; time; term; period; to hope; Taiwan pr. [qi2]
齿	tooth
玛	agate; cornelian
尴	used in 尷尬|尴尬[gan1 ga4]
诗	abbr. for Shijing 詩經|诗经[Shi1 jing1], the Book of Songs; poem; poetry; verse
差	difference; discrepancy; difference; a little; somewhat; slightly; different; wrong; mistaken; to fall short; to lack; not up to standard; inferior; Taiwan pr. [cha1]; to send; person sent on such an errand; job; official post; used in 參差|参差[cen1 ci1]
咳	sound of sighing; oh; damn; wow; cough
嗔	to be angry at; to be displeased and annoyed
婆	grandmother; matron; mother-in-law; femme; husband's mother; mother-in-law; grandma
久	time; duration of time; for a very long time
袍	gown
意	Italy; Italian; idea; meaning; thought; to think; wish; desire; intention; to expect; to anticipate
沛	copious; abundant
岭	used only in 岭巆|岭𫶕[ling2 ying2]; mountain range; mountain ridge
责	duty; responsibility; to reproach; to blame
莲	lotus
姆	woman who looks after small children; female tutor
享	to enjoy; to benefit; to have the use of
伙	meals; companion; partner; group; classifier for groups of people; to combine; together
归	surname Gui; to return; to go back to; to give back to; to be taken care of by; to belong to; to gather together; despite; to marry; division on the abacus with a one-digit divisor
俊	smart; eminent; handsome; talented; ; cool; neat
涮	to rinse; to trick; to fool sb; to cook by dipping finely sliced ingredients briefly in boiling water or soup
者	one who...; person involved in ...; -er; -ist; ; ; ; this
医	medical; medicine; doctor; to cure; to treat
余	surname Yu; I; me; extra; surplus; remaining; remainder after division; or more; in excess of; residue; after; I; me
炎	flame; inflammation; -itis; scorching
传	to pass on; to spread; to transmit; to infect; to transfer; to circulate; to conduct; biography; historical narrative; commentaries; relay station
联	to ally oneself with; to unite; to combine; to join; antithetical couplet
妙	clever; wonderful
瑜	excellence; luster of gems
尿	to urinate; urine; urine; to pee
产	to give birth; to reproduce; to produce; product; resource; estate; property
伯	one hundred; father's elder brother; senior; paternal elder uncle; eldest of brothers; respectful form of address; Count, third of five orders of nobility 五等爵位[wu3 deng3 jue2 wei4]; father's elder brother; uncle
疲	weary
鱼	surname Yu; fish
弟	younger brother; junior male; I; younger brother
堡	an earthwork; castle; position of defense; stronghold; used in place names, often as phonetic bao for "burg" or "bad"; village; used in place names
却	but; yet; however; while; to go back; to decline; to retreat; nevertheless; even though
地	-ly; structural particle: used before a verb or adjective, linking it to preceding modifying adverbial adjunct; earth; ground; field; place; land
诬	to accuse falsely
粑	a round flat cake
髦	bang; fashionable; mane
铸	to cast or found metals
小	small; tiny; few; young; very small; very few; very minor
忧	to worry; to concern oneself with; worried; anxiety; sorrow; to observe mourning
泣	to sob
帘	flag used as a shop sign; hanging screen or curtain
互	mutual
棕	palm; palm fiber; coir; brown
销	to melt; to cancel; to annul; to sell; to expend; to spend; pin; bolt; to fasten with a pin or bolt
梗	branch; stem; stalk; to block; to hinder; memorable creative idea; prominent feature of a creative work
惭	ashamed
口	mouth; classifier for things with mouths; classifier for bites or mouthfuls
慈	compassionate; gentle; merciful; kind; humane
阶	rank or step; stairs
虏	prisoner of war; to capture; to take prisoner; northern barbarian; slave
拳	fist; boxing; earnest; sincere
脸	face
浴	bath; to bathe
案	case; incident; record; file; table
效	to imitate; effect; efficacy; to imitate
硕	large; big
愚	to be stupid; to cheat or deceive; me or I
貌	appearance
第	; grades in which successful candidates in the imperial examinations were placed; residence of a high official; but; however; only; just
惰	lazy
哈	abbr. for 哈薩克斯坦|哈萨克斯坦[Ha1 sa4 ke4 si1 tan3], Kazakhstan; abbr. for 哈爾濱|哈尔滨[Ha1 er3 bin1], Harbin; ha!; ; to be infatuated with; to adore; husky; a Pekinese; a pug; to scold; laughing out loud
镇	to press down; to calm; to subdue; to suppress; to guard; garrison; small town; to cool or chill
仔	young man; used in 仔肩[zi1 jian1]; meticulous; young
愁	to worry about
游	surname You; to swim; to walk; to tour; to roam; to travel
前	front; forward; ahead; first; top; future; ago; before; BC; former; formerly
荒	desolate; shortage; scarce; out of practice; absurd; uncultivated; to neglect
话	dialect; language; spoken words; speech; talk; words; conversation; what sb said
厦	abbr. for Xiamen or Amoy 廈門|厦门[Xia4 men2], Fujian; tall building; mansion; rear annex; lean-to; also pr. [xia4]
漆	paint; lacquer; to paint
北	north; to be defeated
透	to penetrate; to seep through; to tell secretly; to leak; thoroughly; through and through; to appear; to show
细	thin or slender; finely particulate; thin and soft; fine; delicate; trifling; quiet; frugal; attentive; careful
荜	bean; pulse
瞒	to conceal from; to keepin the dark
龚	surname Gong
妖	goblin; witch; devil; bewitching; enchanting; monster; phantom; demon
净	clean; completely; only; net; painted face male role
段	surname Duan; paragraph; section; segment; stage; classifier for stories, periods of time, lengths of thread etc
