"爱情⠀";"àiqíng";"/romance; love (romantic)/CL:份[fen4]//romance; love (romantic)/CL:份[fèn]";"爱 (love)";"Other words using this character: 爱 (love); 爱好 (hobby); 可爱 (adorable)";"情 (feelings)";"Other words using this character: 事情 (affair); 热情 (enthusiastic); 感情 (emotion); 情况 (circumstances); 同情 (sympathize); 心情 (mood)";"❈ 他们之间的爱情很美丽。";"<i>tāmen zhījiān de àiqíng hěn měilì.</i><br></br>Their romance is very beautiful.";"❈ 她对爱情有着很多幻想。";"<i>tā duì àiqíng yǒuzhe hěnduō huànxiǎng.</i><br></br>She has a lot of fantasies about love.";"❈ 爱情是一门艺术。";"<i>àiqíng shì yīmén yìshù.</i><br></br>Love is an art.";"❈ 他们的爱情故事感人至深。";"<i>tāmen de àiqínggùshi gǎnrénzhìshēn.</i><br></br>Their love story is deeply moving.";"❈ 她对爱情充满了向往。";"<i>tā duì àiqíng chōngmǎn le xiàngwǎng.</i><br></br>She is full of yearning for romance.";"❈ 爱情是人生中最美好的事情之一。";"<i>àiqíng shì rénshēng zhōng zuì měihǎo de shìqing zhīyī.</i><br></br>Love is one of the best things in life."
"缺少⠀";"quēshǎo";"/lack/shortage of/shortfall/to be short (of)/to lack//lack/shortage of/shortfall/to be short (of)/to lack";"缺 (lack)";"Other words using this character: 缺点 (shortcoming)";"少 (few)";"Other words using this character: 多少 (how much); 少 (few); 减少 (decrease); 至少 (at least)";"❈ 这个项目缺少资金支持。";"<i>zhège xiàngmù quēshǎo zījīn zhīchí.</i><br></br>This project lacks financial support.";"❈ 他缺少耐心，不能完成这项工作。";"<i>tā quēshǎo nàixīn, bùnéng wánchéng zhèxiàng gōngzuò.</i><br></br>He lacks patience and cannot complete this task.";"❈ 她缺少运动，身体开始变得不健康。";"<i>tā quēshǎo yùndòng, shēntǐ kāishǐ biànde bù jiànkāng.</i><br></br>She lacks exercise, and her body is becoming unhealthy.";"🐇 蓝曦臣的书房并不缺少书籍，但却缺少了一份温暖的家庭氛围。";"<i>lánxīchén de shūfáng bìng bù quēshǎo shūjí, dàn què quēshǎo le yífèn wēnnuǎn de jiātíng fēnwéi.</i><br></br>Lan Xichen's study is not lacking in books, but it lacks a warm family atmosphere.";"🐇 魏无羡的计划缺少了一些重要的细节。";"<i>wèiwúxiàn de jìhuà quēshǎo le yīxiē zhòngyào de xìjié.</i><br></br>Wei Wuxian's plan lacks some important details.";"♻❈ 缺少睡眠会影响健康。";"<i>quēshǎo shuìmián huì yǐngxiǎng jiànkāng.</i><br></br>Lack of sleep can affect health."
"却⠀";"què";"/but/yet/however/while/to go back/to decline/to retreat/nevertheless/even though//but; yet; however; while; to go back; to decline; to retreat; nevertheless; even though";"却 (however)";"There are no other HSK words in this level (or before) using this character.";"❈ 他很累，却还坚持工作。";"<i>tā hěn lěi, què hái jiānchí gōngzuò.</i><br></br>He is very tired, but he still insists on working.";"❈ 我很想去，却没有时间。";"<i>wǒ hěn xiǎng qù, què méiyǒu shíjiān.</i><br></br>I really want to go, but I don't have time.";"❈ 虽然下雨了，他却还要去跑步。";"<i>suīrán xiàyǔ le, tā què huányào qù pǎobù.</i><br></br>Although it's raining, he still wants to go for a run.";"🐇 蓝湛对魏无羡的态度一向很严肃，却也很宽容。";"<i>lánzhàn duì wèiwúxiàn de tàidu yīxiàng hěn yánsù, què yě hěn kuānróng.</i><br></br>Lan Zhan's attitude towards Wei Wuxian has always been serious, yet also very tolerant.";"🐇 魏无羡看似不经意，却处处留心。";"<i>wèiwúxiàn kànsì bùjīngyì, què chùchù liúxīn.</i><br></br>Wei Wuxian seems careless, but he is attentive everywhere.";"♻🐇 蓝忘机看起来冷静，但内心却有一丝疯狂。";"<i>lánwàngjī kànqǐlai lěngjìng, dàn nèixīn què yǒu yīsī fēngkuáng.</i><br></br>Lan Wangji looks calm, but there is a hint of madness in his heart."
"确实⠀";"quèshí";"/indeed/really/reliable/real/true//indeed/really/reliable/real/true";"确 (authenticated)";"Other words using this character: 正确 (correct); 准确 (accurate)";"实 (real)";"Other words using this character: 其实 (actually); 诚实 (honest); 实际 (reality); 实在 (really)";"❈ 他确实是一个可靠的人。";"<i>tā quèshí shì yīgè kěkào de rén.</i><br></br>He is indeed a reliable person.";"❈ 这个问题确实需要我们的关注。";"<i>zhège wèntí quèshí xūyào wǒmen de guānzhù.</i><br></br>This issue really needs our attention.";"❈ 这个消息确实令人震惊。";"<i>zhège xiāoxi quèshí lìngrénzhènjīng.</i><br></br>This news is indeed shocking.";"❈ 这个答案确实是正确的。";"<i>zhège dáàn quèshí shì zhèngquè de.</i><br></br>This answer is indeed correct."
"然而⠀";"ránér";"/however; but; yet//however; but; yet";"然 (correct)";"Other words using this character: 当然 (certainly); 然后 (Then); 突然 (sudden); 既然 (since); 竟然 (unexpectedly); 仍然 (still); 自然 (natural)";"而 (and)";"Other words using this character: 而 (and)";"❈ 这个计划看似简单，然而实施起来却很困难。";"<i>zhège jìhuà kànsì jiǎndān, ránér shíshī qǐlai què hěn kùnnán.</i><br></br>This plan seems simple, but it is actually very difficult to implement.";"❈ 她很忙，然而总是能找时间锻炼。";"<i>tā hěn máng, ránér zǒngshì néng zhǎo shíjiān duànliàn.</i><br></br>She is very busy, yet always manages to find time to exercise.";"❈ 他很努力，然而成绩并不理想。";"<i>tā hěn nǔlì, ránér chéngjì bìng bù lǐxiǎng.</i><br></br>He works very hard, but the results are not ideal.";"❈ 他很有才华，然而却不受重视。";"<i>tā hěn yǒu cáihuá, ránér què bùshòu zhòngshì.</i><br></br>He is very talented, yet not valued.";"❈ 她很努力，然而成绩并不理想。";"<i>tā hěn nǔlì, ránér chéngjì bìng bù lǐxiǎng.</i><br></br>She worked very hard, but the results were not ideal."
"热闹⠀";"rènao";"/bustling with noise and excitement/lively//bustling with noise and excitement/lively";"热 (hot)";"Other words using this character: 热 (hot); 热情 (enthusiastic)";"闹 (noisy)";"There are no other HSK words in this level (or before) using this character.";"❈ 晚上的街道非常热闹。";"<i>wǎnshàng de jiēdào fēicháng rènao.</i><br></br>The streets at night are very lively.";"❈ 这个节日庆祝活动非常热闹。";"<i>zhège jiérì qìngzhù huódòng fēicháng rènao.</i><br></br>This festival celebration is very lively.";"❈ 这个市场非常热闹。";"<i>zhège shìchǎng fēicháng rènao.</i><br></br>This market is very bustling.";"🐇 金凌不太适应热闹的环境，更喜欢安静的地方。";"<i>jīnlíngbùtài shìyìng rènao de huánjìng, gēng xǐhuan ānjìng de dìfāng.</i><br></br>Jin Ling is not very accustomed to lively environments and prefers quiet places.";"🐇 魏无羡喜欢热闹的氛围，总是能带动全场。";"<i>wèiwúxiàn xǐhuan rènao de fēnwéi, zǒngshì néng dàidòng quánchǎng.</i><br></br>Wei Wuxian likes a lively atmosphere and always manages to liven up the whole place.";"♻❈ 她的到来增添了这个聚会的热闹气氛。";"<i>tā de dàolái zēngtiān le zhège jùhuì de rènao qìfēn.</i><br></br>Her arrival added to the lively atmosphere of the gathering."
"任何⠀";"rènhé";"/any; whatever; whichever//any; whatever; whichever";"任 (assign)";"Other words using this character: 任务 (mission); 责任 (responsibility)";"何 (what)";"There are no other HSK words in this level (or before) using this character.";"❈ 你可以在这里找到任何你需要的东西。";"<i>nǐ kěyǐ zài zhèlǐ zhǎodào rènhé nǐ xūyào de dōngxi.</i><br></br>You can find anything you need here.";"❈ 他都愿意做任何事情来帮助你。";"<i>tā dōu yuànyì zuò rènhé shìqing lái bāngzhù nǐ.</i><br></br>He is willing to do anything to help you.";"❈ 我们都可以选择任何一种方式来解决这个问题。";"<i>wǒmen dōu kěyǐ xuǎnzé rènhé yīzhǒng fāngshì lái jiějué zhège wèntí.</i><br></br>We can all choose any way to solve this problem.";"🐇 金凌都不知道任何事。";"<i>jīnlíng dōu bù zhīdào rènhé shì.</i><br></br>Jin Ling doesn't know anything.";"🐇 温情都不相信任何人。";"<i>wēnqíng dōu bù xiāngxìn rènhérén.</i><br></br>Wen Qing does not trust anyone.";"♻🐇 蓝忘机是一个勇敢的战士，从不畏惧任何敌人。";"<i>lánwàngjī shì yīgè yǒnggǎn de zhànshì, cóngbù wèijù rènhé dírén.</i><br></br>Lan Wangji is a brave warrior, never fearing any enemy."
"任务⠀";"rènwu";"/mission; assignment; task; duty; role/CL:項|项[xiang4],個|个[ge4]//mission; assignment; task; duty; role/CL:项[xiàng],个[gè]";"任 (assign)";"Other words using this character: 任何 (any); 责任 (responsibility)";"务 (affair)";"Other words using this character: 服务员 (waiter)";"❈ 他的任务是保护总统的安全。";"<i>tā de rènwu shì bǎohù zǒngtǒng de ānquán.</i><br></br>His mission is to protect the president's safety.";"❈ 完成任务需要团队合作。";"<i>wánchéng rènwu xūyào tuánduì hézuò.</i><br></br>Completing the task requires teamwork.";"❈ 这是我的任务，我会完成的。";"<i>zhè shì wǒ de rènwu, wǒhuì wánchéng de.</i><br></br>This is my duty, and I will complete it.";"🐇 蓝曦臣的任务是维护云深不知处的安宁。";"<i>lánxīchén de rènwu shì wéihù yúnshēn bùzhī chù de ānníng.</i><br></br>Lan Xichen's role is to maintain the peace of the Cloud Recesses.";"🐇 蓝忘机完成了他的任务，回到云深不知处。";"<i>lánwàngjī wánchéng le tā de rènwu, huídào yúnshēn bùzhī chù.</i><br></br>Lan Wangji completed his mission and returned to the Cloud Recesses.";"♻❈ 请在十分钟以内完成这项任务。";"<i>qǐng zài shífēnzhōng yǐnèi wánchéng zhèxiàng rènwu.</i><br></br>Please complete this task within ten minutes."
"扔⠀";"rēng";"/to throw/to throw away//to throw/to throw away";"扔 (throw)";"There are no other HSK words in this level (or before) using this character.";"❈ 请不要随地扔垃圾。";"<i>qǐng bùyào suídì rēng lājī.</i><br></br>Please do not litter.";"❈ 她决定扔掉旧衣服。";"<i>tā juédìng rēngdiào jiùyīfú.</i><br></br>She decided to throw away the old clothes.";"❈ 他生气地把书扔在地上。";"<i>tā shēngqì dì bǎ shū rēng zài dìshang.</i><br></br>He angrily threw the book on the ground.";"🐇 温情看到垃圾乱扔，总是会生气。";"<i>wēnqíng kàndào lājī luàn rēng, zǒngshì huì shēngqì.</i><br></br>Wen Qing gets angry when she sees litter being thrown around.";"🐇 蓝忘机不喜欢扔东西，总是小心翼翼地保护。";"<i>lánwàngjī bù xǐhuan rēng dōngxi, zǒngshì xiǎoxīnyìyì dì bǎohù.</i><br></br>Lan Wangji doesn't like to throw things; he always protects them carefully.";"♻❈ 请把垃圾扔进地面垃圾桶。";"<i>qǐng bǎ lājī rēngjìn dìmiàn lājītǒng.</i><br></br>Please throw the trash into the ground trash can."
"仍然⠀";"réngrán";"/still; as before; yet//still; as before; yet";"仍 (still)";"There are no other HSK words in this level (or before) using this character.";"然 (correct)";"Other words using this character: 当然 (certainly); 然后 (Then); 突然 (sudden); 既然 (since); 竟然 (unexpectedly); 然而 (however); 自然 (natural)";"❈ 尽管经历了很多困难，他仍然坚持下来了。";"<i>jǐnguǎn jīnglì le hěnduō kùnnán, tā réngrán jiānchí xiàlai le.</i><br></br>Despite experiencing many difficulties, he still persisted.";"❈ 虽然时间过去了很久，但她仍然记得那件事。";"<i>suīrán shíjiān guòqu le hěn jiǔ, dàn tā réngrán jìde nàjiànshì.</i><br></br>Although a long time has passed, she still remembers that thing.";"❈ 尽管失败了很多次，他仍然不放弃。";"<i>jǐnguǎn shībài le hěn duōcì, tā réngrán bù fàngqì.</i><br></br>Despite many failures, he still doesn't give up.";"❈ 尽管时间过去了很久，他仍然记得那天的情景。";"<i>jǐnguǎn shíjiān guòqu le hěn jiǔ, tā réngrán jìde nàtiān de qíngjǐng.</i><br></br>Despite the passage of time, he still remembers the scene of that day.";"❈ 这个问题仍然没有解决。";"<i>zhège wèntí réngrán méiyǒu jiějué.</i><br></br>This problem still hasn't been resolved."
"日记⠀";"rìjì";"/diary/CL:則|则[ze2],本[ben3],篇[pian1]//diary/CL:则[zé],本[běn],篇[piān]";"日 (day)";"Other words using this character: 日 (day); 生日 (birthday); 节日 (holiday)";"记 (record)";"Other words using this character: 笔记本 (notebook); 记得 (remember); 忘记 (forget); 记者 (reporter)";"❈ 这本日记是我最好的朋友。";"<i>zhèběn rìjì shì wǒ zuìhǎo de péngyou.</i><br></br>This diary is my best friend.";"❈ 我每天晚上都会写日记。";"<i>wǒ měitiānwǎnshàng dōu huì xiěrìjì.</i><br></br>I write a diary every night.";"❈ 她的日记记录了她的成长历程。";"<i>tā de rìjì jìlù le tā de chéngzhǎng lìchéng.</i><br></br>Her diary records her growth process.";"❈ 这是我的日记本。";"<i>zhè shì wǒ de rìjìběn.</i><br></br>This is my diary.";"❈ 她每天都写日记。";"<i>tā měitiān dōu xiěrìjì.</i><br></br>She writes a diary every day.";"❈ 我喜欢读她的日记。";"<i>wǒ xǐhuan dú tā de rìjì.</i><br></br>I like to read her diary."
"入口⠀";"rùkǒu";"/entrance/to import//entrance/to import";"入 (enter)";"Other words using this character: 收入 (income)";"口 (mouth)";"Other words using this character: 口 (mouth)";"❈ 这是商场的入口。";"<i>zhèshì shāngchǎng de rùkǒu.</i><br></br>This is the entrance of the mall.";"❈ 入口处有一道大门。";"<i>rùkǒuchù yǒu yīdào dàmén.</i><br></br>There is a gate at the entrance.";"❈ 这个产品是从国外入口的。";"<i>zhège chǎnpǐn shìcóng guówài rùkǒu de.</i><br></br>This product is imported from overseas.";"❈ 这是这座城市的入口。";"<i>zhèshì zhèzuò chéngshì de rùkǒu.</i><br></br>This is the entrance to the city.";"❈ 这个商店的入口很宽敞。";"<i>zhège shāngdiàn de rùkǒu hěn kuānchang.</i><br></br>The entrance of this store is spacious.";"❈ 这个国家的入口税很高。";"<i>zhège guójiā de rùkǒushuì hěn gāo.</i><br></br>The import tax of this country is very high."
"散步⠀";"sànbù";"/to take a walk; to go for a walk//to take a walk; to go for a walk";"散 (scatter)";"There are no other HSK words in this level (or before) using this character.";"步 (step)";"Other words using this character: 跑步 (run)";"🐇 温宁喜欢在雨后散步，感受大自然的清新。";"<i>wēnníng xǐhuan zài yǔ hòu sànbù, gǎnshòu dàzìrán de qīngxīn.</i><br></br>Wen Ning likes to take a walk after the rain, feeling the freshness of nature.";"🐇 魏无羡和江澄常常一起散步，聊着小时候的趣事。";"<i>wèiwúxiàn hé jiāngchéng chángcháng yīqǐ sànbù, liáozhe xiǎoshíhou de qùshì.</i><br></br>Wei Wuxian and Jiang Cheng often take walks together, chatting about their childhood memories.";"♻❈ 他时常在这附近散步。";"<i>tā shícháng zài zhè fùjìn sànbù.</i><br></br>He often takes a walk around here.";"♻🐇 魏无羡和蓝忘机在支流边散步，欣赏着美丽的风景。";"<i>wèiwúxiàn hé lánwàngjī zài zhīliú biān sànbù, xīnshǎng zhe měilì de fēngjǐng.</i><br></br>Wei Wuxian and Lan Wangji strolled by the tributary, admiring the beautiful scenery.";"♻🐇 蓝曦臣喜欢在海洋边散步，享受宁静的时光。";"<i>lánxīchén xǐhuan zài hǎiyáng biān sànbù, xiǎngshòu níngjìng de shíguāng.</i><br></br>Lan Xichen likes to take a walk by the ocean, enjoying the peaceful time."
"森林⠀";"sēnlín";"/forest/CL:片[pian4]//forest/CL:片[piàn]";"森 (densely wooded)";"There are no other HSK words in this level (or before) using this character.";"林 (forest)";"There are no other HSK words in this level (or before) using this character.";"❈ 这片森林很美丽。";"<i>zhèpiàn sēnlín hěn měilì.</i><br></br>This forest is very beautiful.";"❈ 他们在森林里迷路了。";"<i>tāmen zài sēnlín lǐ mílù le.</i><br></br>They got lost in the forest.";"❈ 这个国家有很多森林。";"<i>zhège guójiā yǒu hěnduō sēnlín.</i><br></br>This country has many forests.";"❈ 我们在森林里迷路了。";"<i>wǒmen zài sēnlín lǐ mílù le.</i><br></br>We got lost in the forest."
"沙发⠀";"shāfā";"/sofa (loanword)/CL:條|条[tiao2],張|张[zhang1]/(Internet slang) the first reply or replier to a forum post//sofa (loanword)/CL:条[tiáo],张[zhāng]/(Internet slang) the first reply or replier to a forum post";"沙 (sand)";"There are no other HSK words in this level (or before) using this character.";"发 (send)";"Other words using this character: 发 (send); 发烧 (have a fever); 发现 (discover); 头发 (hair); 出发 (set off); 发生 (occur); 发展 (development); 理发 (haircut)";"❈ 我喜欢在沙发上看电视。";"<i>wǒ xǐhuan zài shāfā shàng kàndiànshì.</i><br></br>I like to watch TV on the sofa.";"❈ 这个沙发很舒适。";"<i>zhège shāfā hěn shūshì.</i><br></br>This sofa is very comfortable.";"❈ 他在网上发了一个沙发。";"<i>tā zài wǎngshàng fāle yīgè shāfā.</i><br></br>He posted the first reply on the internet.";"🐇 金凌在沙发上看到了蓝曦臣的留言，心情一下子变得愉快。";"<i>jīnlíng zài shāfā shàng kàndào le lánxīchén de liúyán, xīnqíng yīxiàzi biànde yúkuài.</i><br></br>Jin Ling saw Lan Xichen's reply on the sofa, and his mood suddenly became cheerful.";"🐇 蓝忘机在沙发上休息片刻，放松了一整天的疲惫。";"<i>lánwàngjī zài shāfā shàng xiūxi piànkè, fàngsōng le yīzhěngtiān de píbèi.</i><br></br>Lan Wangji took a short rest on the sofa, relaxing after a tiring day.";"♻❈ 她在沙发上放了一个垫子。";"<i>tā zài shāfā shàngfàng le yīgè diànzi.</i><br></br>She put a cushion on the sofa."
"商量⠀";"shāngliang";"/to consult/to talk over/to discuss//to consult/to talk over/to discuss";"商 (commerce/merchant)";"Other words using this character: 商店 (store)";"量 (measure)";"Other words using this character: 数量 (quantity); 质量 (quality)";"❈ 我们可以坐下来商量一下。";"<i>wǒmen kěyǐ zuòxia lái shāngliàngyīxià.</i><br></br>We can sit down and talk it over.";"❈ 我们需要商量一下这个计划。";"<i>wǒmen xūyào shāngliàngyīxià zhège jìhuà.</i><br></br>We need to discuss this plan.";"❈ 他们正在商量明天的行程。";"<i>tāmen zhèngzài shāngliang míngtiān de xíngchéng.</i><br></br>They are discussing tomorrow's schedule.";"❈ 我们需要商量一下这个问题。";"<i>wǒmen xūyào shāngliàngyīxià zhège wèntí.</i><br></br>We need to discuss this issue.";"❈ 他们正在商量明年的计划。";"<i>tāmen zhèngzài shāngliang míngnián de jìhuà.</i><br></br>They are discussing next year's plan.";"❈ 我们商量了很久，最终决定放弃这个项目。";"<i>wǒmen shāngliang le hěn jiǔ, zuìzhōng juédìng fàngqì zhège xiàngmù.</i><br></br>We discussed for a long time and finally decided to give up this project."
